fabric_type,weather,festival,purpose,comfort_level,durability,breathability,sustainability_score,cost_category,weight,moisture_wicking,suitability_score,match_strength
Modal,summer,Casual Outing,Formal,8,6,8,7,Medium,Light,Yes,7.38,2
Modal,summer,Navratri,Yoga/Meditation,8,6,8,7,Medium,Light,Yes,7.38,2
Modal,summer,Durga Puja,Yoga/Meditation,8,6,8,7,Medium,Light,Yes,7.38,2
Modal,humid,Casual Outing,Beach,8,6,8,7,Medium,Light,Yes,7.38,2
Modal,summer,Durga Puja,Travel,8,6,8,7,Medium,Light,Yes,7.38,2
Modal,summer,Eid,Yoga/Meditation,8,6,8,7,Medium,Light,Yes,7.38,2
Modal,summer,Holi,Yoga/Meditation,8,6,8,7,Medium,Light,Yes,7.38,2
Modal,humid,Date Night,Travel,8,6,8,7,Medium,Light,Yes,7.38,2
Modal,humid,Date Night,Yoga/Meditation,8,6,8,7,Medium,Light,Yes,7.38,2
Modal,humid,Christmas,Travel,8,6,8,7,Medium,Light,Yes,7.38,2
Modal,summer,New Year,Travel,8,6,8,7,Medium,Light,Yes,7.38,2
Modal,humid,Interview,Yoga/Meditation,8,6,8,7,Medium,Light,Yes,7.38,2
Modal,summer,Office Event,Ethnic Wear,8,6,8,7,Medium,Light,Yes,7.38,2
Modal,summer,Office Event,Formal,8,6,8,7,Medium,Light,Yes,7.38,2
Modal,summer,Office Event,Beach,8,6,8,7,Medium,Light,Yes,7.38,2
Modal,winter,Office Event,Loungewear,8,6,8,7,Medium,Light,Yes,7.35,2
Modal,winter,Casual Outing,Loungewear,8,6,8,7,Medium,Light,Yes,7.35,2
Modal,winter,,Loungewear,8,6,8,7,Medium,Light,Yes,7.35,2
Cashmere,winter,Wedding,Loungewear,10,5,5,6,Premium,Medium,No,7.32,2
Cashmere,winter,Christmas,Loungewear,10,5,5,6,Premium,Medium,No,7.32,2
Modal,autumn,Office Event,Office,8,6,8,7,Medium,Light,Yes,7.3,2
Modal,summer,Office Event,Sports,8,6,8,7,Medium,Light,Yes,7.3,2
Modal,summer,,Sports,8,6,8,7,Medium,Light,Yes,7.3,2
Modal,humid,,Sports,8,6,8,7,Medium,Light,Yes,7.3,2
Modal,autumn,Casual Outing,Office,8,6,8,7,Medium,Light,Yes,7.3,2
Modal,summer,Casual Outing,Sports,8,6,8,7,Medium,Light,Yes,7.3,2
Modal,autumn,,Office,8,6,8,7,Medium,Light,Yes,7.3,2
Modal,humid,Office Event,Sports,8,6,8,7,Medium,Light,Yes,7.3,2
Modal,humid,Casual Outing,Sports,8,6,8,7,Medium,Light,Yes,7.3,2
Modal,autumn,Office Event,Daily Wear,8,6,8,7,Medium,Light,Yes,7.28,2
Modal,autumn,Casual Outing,Daily Wear,8,6,8,7,Medium,Light,Yes,7.28,2
Modal,autumn,,Daily Wear,8,6,8,7,Medium,Light,Yes,7.28,2
Modal,autumn,Office Event,Yoga/Meditation,8,6,8,7,Medium,Light,Yes,7.25,2
Modal,winter,Casual Outing,Office,8,6,8,7,Medium,Light,Yes,7.25,2
Modal,winter,Office Event,Office,8,6,8,7,Medium,Light,Yes,7.25,2
Modal,autumn,Office Event,Travel,8,6,8,7,Medium,Light,Yes,7.25,2
Modal,autumn,Casual Outing,Travel,8,6,8,7,Medium,Light,Yes,7.25,2
Modal,autumn,Casual Outing,Yoga/Meditation,8,6,8,7,Medium,Light,Yes,7.25,2
Modal,winter,,Office,8,6,8,7,Medium,Light,Yes,7.25,2
Modal,autumn,,Yoga/Meditation,8,6,8,7,Medium,Light,Yes,7.25,2
Modal,autumn,,Travel,8,6,8,7,Medium,Light,Yes,7.25,2
Modal,summer,Office Event,Outdoor,8,6,8,7,Medium,Light,Yes,7.22,2
Modal,winter,Casual Outing,Daily Wear,8,6,8,7,Medium,Light,Yes,7.22,2
Modal,rainy,Office Event,Loungewear,8,6,8,7,Medium,Light,Yes,7.22,2
Modal,rainy,Casual Outing,Loungewear,8,6,8,7,Medium,Light,Yes,7.22,2
Modal,humid,,Outdoor,8,6,8,7,Medium,Light,Yes,7.22,2
Modal,winter,,Daily Wear,8,6,8,7,Medium,Light,Yes,7.22,2
Modal,humid,Casual Outing,Outdoor,8,6,8,7,Medium,Light,Yes,7.22,2
Modal,humid,Office Event,Outdoor,8,6,8,7,Medium,Light,Yes,7.22,2
Modal,rainy,,Loungewear,8,6,8,7,Medium,Light,Yes,7.22,2
Modal,winter,Office Event,Daily Wear,8,6,8,7,Medium,Light,Yes,7.22,2
Modal,summer,,Outdoor,8,6,8,7,Medium,Light,Yes,7.22,2
Modal,summer,Casual Outing,Outdoor,8,6,8,7,Medium,Light,Yes,7.22,2
Modal,winter,Casual Outing,Yoga/Meditation,8,6,8,7,Medium,Light,Yes,7.2,2
Modal,winter,,Travel,8,6,8,7,Medium,Light,Yes,7.2,2
Modal,winter,Office Event,Yoga/Meditation,8,6,8,7,Medium,Light,Yes,7.2,2
Modal,winter,,Yoga/Meditation,8,6,8,7,Medium,Light,Yes,7.2,2
Modal,winter,Casual Outing,Travel,8,6,8,7,Medium,Light,Yes,7.2,2
Modal,winter,Office Event,Travel,8,6,8,7,Medium,Light,Yes,7.2,2
Modal,humid,,Work/Labor,8,6,8,7,Medium,Light,Yes,7.18,2
Modal,humid,Casual Outing,Work/Labor,8,6,8,7,Medium,Light,Yes,7.18,2
Modal,summer,,Work/Labor,8,6,8,7,Medium,Light,Yes,7.18,2
Modal,summer,Office Event,Work/Labor,8,6,8,7,Medium,Light,Yes,7.18,2
Modal,humid,Office Event,Work/Labor,8,6,8,7,Medium,Light,Yes,7.18,2
Modal,summer,Casual Outing,Work/Labor,8,6,8,7,Medium,Light,Yes,7.18,2
Denim,rainy,Diwali,Work/Labor,6,9,5,6,Medium,Heavy,No,7.17,2
Denim,rainy,Eid,Work/Labor,6,9,5,6,Medium,Heavy,No,7.17,2
Denim,rainy,Onam,Work/Labor,6,9,5,6,Medium,Heavy,No,7.17,2
Denim,rainy,Pongal,Work/Labor,6,9,5,6,Medium,Heavy,No,7.17,2
Denim,rainy,New Year,Work/Labor,6,9,5,6,Medium,Heavy,No,7.17,2
Denim,rainy,Durga Puja,Work/Labor,6,9,5,6,Medium,Heavy,No,7.17,2
Denim,rainy,Office Event,Work/Labor,6,9,5,6,Medium,Heavy,No,7.17,2
Denim,rainy,Interview,Work/Labor,6,9,5,6,Medium,Heavy,No,7.17,2
Denim,rainy,Wedding,Work/Labor,6,9,5,6,Medium,Heavy,No,7.17,2
Denim,rainy,Graduation,Work/Labor,6,9,5,6,Medium,Heavy,No,7.17,2
Denim,rainy,Date Night,Work/Labor,6,9,5,6,Medium,Heavy,No,7.17,2
Denim,rainy,Christmas,Work/Labor,6,9,5,6,Medium,Heavy,No,7.17,2
Denim,rainy,Navratri,Work/Labor,6,9,5,6,Medium,Heavy,No,7.17,2
Rayon,humid,Casual Outing,Daily Wear,7,5,7,5,Low,Light,No,7.13,3
Modal,rainy,,Office,8,6,8,7,Medium,Light,Yes,7.13,2
Modal,rainy,Office Event,Office,8,6,8,7,Medium,Light,Yes,7.13,2
Rayon,summer,Casual Outing,Daily Wear,7,5,7,5,Low,Light,No,7.13,3
Modal,rainy,Casual Outing,Office,8,6,8,7,Medium,Light,Yes,7.13,2
Polyester,rainy,Interview,Work/Labor,5,9,4,3,Low,Medium,Yes,7.11,3
Polyester,rainy,,Work/Labor,5,9,4,3,Low,Medium,Yes,7.11,3
Polyester,rainy,Holi,Work/Labor,5,9,4,3,Low,Medium,Yes,7.11,3
Polyester,rainy,Graduation,Work/Labor,5,9,4,3,Low,Medium,Yes,7.11,3
Polyester,rainy,Office Event,Work/Labor,5,9,4,3,Low,Medium,Yes,7.11,3
Modal,rainy,Casual Outing,Daily Wear,8,6,8,7,Medium,Light,Yes,7.1,2
Modal,rainy,,Daily Wear,8,6,8,7,Medium,Light,Yes,7.1,2
Modal,rainy,Office Event,Daily Wear,8,6,8,7,Medium,Light,Yes,7.1,2
Modal,rainy,Office Event,Yoga/Meditation,8,6,8,7,Medium,Light,Yes,7.08,2
Modal,rainy,Office Event,Travel,8,6,8,7,Medium,Light,Yes,7.08,2
Modal,rainy,,Yoga/Meditation,8,6,8,7,Medium,Light,Yes,7.08,2
Modal,rainy,,Travel,8,6,8,7,Medium,Light,Yes,7.08,2
Modal,rainy,Casual Outing,Travel,8,6,8,7,Medium,Light,Yes,7.08,2
Modal,rainy,Casual Outing,Yoga/Meditation,8,6,8,7,Medium,Light,Yes,7.08,2
Denim,rainy,Pongal,Outdoor,6,9,5,6,Medium,Heavy,No,7.07,2
Denim,rainy,Onam,Outdoor,6,9,5,6,Medium,Heavy,No,7.07,2
Denim,rainy,Diwali,Outdoor,6,9,5,6,Medium,Heavy,No,7.07,2
Denim,rainy,Eid,Outdoor,6,9,5,6,Medium,Heavy,No,7.07,2
Denim,rainy,Navratri,Outdoor,6,9,5,6,Medium,Heavy,No,7.07,2
Rayon,summer,Casual Outing,Beach,7,5,7,5,Low,Light,No,7.07,3
Denim,rainy,Graduation,Outdoor,6,9,5,6,Medium,Heavy,No,7.07,2
Denim,rainy,Christmas,Outdoor,6,9,5,6,Medium,Heavy,No,7.07,2
Denim,rainy,Interview,Outdoor,6,9,5,6,Medium,Heavy,No,7.07,2
Denim,rainy,Date Night,Outdoor,6,9,5,6,Medium,Heavy,No,7.07,2
Denim,rainy,Wedding,Outdoor,6,9,5,6,Medium,Heavy,No,7.07,2
Rayon,humid,Casual Outing,Beach,7,5,7,5,Low,Light,No,7.07,3
Denim,rainy,New Year,Outdoor,6,9,5,6,Medium,Heavy,No,7.07,2
Denim,rainy,Durga Puja,Outdoor,6,9,5,6,Medium,Heavy,No,7.07,2
Denim,rainy,Office Event,Outdoor,6,9,5,6,Medium,Heavy,No,7.07,2
Denim,winter,Diwali,Work/Labor,6,9,5,6,Medium,Heavy,No,7.05,2
Denim,winter,Date Night,Work/Labor,6,9,5,6,Medium,Heavy,No,7.05,2
Denim,winter,Office Event,Work/Labor,6,9,5,6,Medium,Heavy,No,7.05,2
Denim,winter,Eid,Work/Labor,6,9,5,6,Medium,Heavy,No,7.05,2
Denim,winter,Onam,Work/Labor,6,9,5,6,Medium,Heavy,No,7.05,2
Denim,winter,Interview,Work/Labor,6,9,5,6,Medium,Heavy,No,7.05,2
Denim,winter,Durga Puja,Work/Labor,6,9,5,6,Medium,Heavy,No,7.05,2
Denim,winter,Navratri,Work/Labor,6,9,5,6,Medium,Heavy,No,7.05,2
Denim,winter,Pongal,Work/Labor,6,9,5,6,Medium,Heavy,No,7.05,2
Denim,winter,Wedding,Work/Labor,6,9,5,6,Medium,Heavy,No,7.05,2
Denim,winter,Christmas,Work/Labor,6,9,5,6,Medium,Heavy,No,7.05,2
Denim,winter,New Year,Work/Labor,6,9,5,6,Medium,Heavy,No,7.05,2
Denim,winter,Graduation,Work/Labor,6,9,5,6,Medium,Heavy,No,7.05,2
Denim,rainy,,Sports,6,9,5,6,Medium,Heavy,No,6.98,2
Denim,rainy,Holi,Sports,6,9,5,6,Medium,Heavy,No,6.98,2
Denim,rainy,Casual Outing,Sports,6,9,5,6,Medium,Heavy,No,6.98,2
Polyester,rainy,,Outdoor,5,9,4,3,Low,Medium,Yes,6.96,3
Polyester,rainy,Holi,Outdoor,5,9,4,3,Low,Medium,Yes,6.96,3
Polyester,rainy,Office Event,Outdoor,5,9,4,3,Low,Medium,Yes,6.96,3
Polyester,rainy,Graduation,Outdoor,5,9,4,3,Low,Medium,Yes,6.96,3
Polyester,rainy,Interview,Outdoor,5,9,4,3,Low,Medium,Yes,6.96,3
Denim,winter,Eid,Outdoor,6,9,5,6,Medium,Heavy,No,6.95,2
Denim,winter,Office Event,Outdoor,6,9,5,6,Medium,Heavy,No,6.95,2
Denim,winter,Pongal,Outdoor,6,9,5,6,Medium,Heavy,No,6.95,2
Cashmere,winter,Christmas,Office,10,5,5,6,Premium,Medium,No,6.95,2
Denim,winter,Onam,Outdoor,6,9,5,6,Medium,Heavy,No,6.95,2
Cashmere,winter,Wedding,Office,10,5,5,6,Premium,Medium,No,6.95,2
Denim,winter,Date Night,Outdoor,6,9,5,6,Medium,Heavy,No,6.95,2
Denim,winter,Graduation,Outdoor,6,9,5,6,Medium,Heavy,No,6.95,2
Denim,winter,New Year,Outdoor,6,9,5,6,Medium,Heavy,No,6.95,2
Denim,winter,Wedding,Outdoor,6,9,5,6,Medium,Heavy,No,6.95,2
Denim,winter,Navratri,Outdoor,6,9,5,6,Medium,Heavy,No,6.95,2
Denim,winter,Christmas,Outdoor,6,9,5,6,Medium,Heavy,No,6.95,2
Wool,winter,Christmas,Work/Labor,7,8,4,7,High,Heavy,Yes,6.95,2
Denim,winter,Durga Puja,Outdoor,6,9,5,6,Medium,Heavy,No,6.95,2
Denim,winter,Diwali,Outdoor,6,9,5,6,Medium,Heavy,No,6.95,2
Denim,winter,Interview,Outdoor,6,9,5,6,Medium,Heavy,No,6.95,2
Denim,autumn,Office Event,Work/Labor,6,9,5,6,Medium,Heavy,No,6.92,2
Cashmere,winter,Wedding,Party,10,5,5,6,Premium,Medium,No,6.92,2
Denim,autumn,Christmas,Work/Labor,6,9,5,6,Medium,Heavy,No,6.92,2
Denim,autumn,Date Night,Work/Labor,6,9,5,6,Medium,Heavy,No,6.92,2
Denim,autumn,Pongal,Work/Labor,6,9,5,6,Medium,Heavy,No,6.92,2
Denim,autumn,Diwali,Work/Labor,6,9,5,6,Medium,Heavy,No,6.92,2
Cashmere,winter,Christmas,Party,10,5,5,6,Premium,Medium,No,6.92,2
Denim,autumn,Onam,Work/Labor,6,9,5,6,Medium,Heavy,No,6.92,2
Denim,autumn,Durga Puja,Work/Labor,6,9,5,6,Medium,Heavy,No,6.92,2
Denim,autumn,Navratri,Work/Labor,6,9,5,6,Medium,Heavy,No,6.92,2
Denim,autumn,Eid,Work/Labor,6,9,5,6,Medium,Heavy,No,6.92,2
Denim,autumn,New Year,Work/Labor,6,9,5,6,Medium,Heavy,No,6.92,2
Denim,autumn,Interview,Work/Labor,6,9,5,6,Medium,Heavy,No,6.92,2
Denim,autumn,Graduation,Work/Labor,6,9,5,6,Medium,Heavy,No,6.92,2
Denim,autumn,Wedding,Work/Labor,6,9,5,6,Medium,Heavy,No,6.92,2
Polyester,rainy,Office Event,Sports,5,9,4,3,Low,Medium,Yes,6.88,3
Polyester,rainy,Holi,Sports,5,9,4,3,Low,Medium,Yes,6.88,3
Polyester,rainy,,Sports,5,9,4,3,Low,Medium,Yes,6.88,3
Polyester,rainy,Graduation,Sports,5,9,4,3,Low,Medium,Yes,6.88,3
Polyester,rainy,Interview,Sports,5,9,4,3,Low,Medium,Yes,6.88,3
Wool,winter,Christmas,Outdoor,7,8,4,7,High,Heavy,Yes,6.85,2
Denim,rainy,Christmas,Travel,6,9,5,6,Medium,Heavy,No,6.85,2
Cashmere,winter,Wedding,Daily Wear,10,5,5,6,Premium,Medium,No,6.85,2
Denim,rainy,Diwali,Travel,6,9,5,6,Medium,Heavy,No,6.85,2
Denim,winter,Holi,Sports,6,9,5,6,Medium,Heavy,No,6.85,2
Denim,rainy,Wedding,Travel,6,9,5,6,Medium,Heavy,No,6.85,2
Denim,rainy,Onam,Travel,6,9,5,6,Medium,Heavy,No,6.85,2
Denim,rainy,Date Night,Travel,6,9,5,6,Medium,Heavy,No,6.85,2
Denim,rainy,New Year,Travel,6,9,5,6,Medium,Heavy,No,6.85,2
Denim,rainy,Interview,Travel,6,9,5,6,Medium,Heavy,No,6.85,2
Denim,rainy,Graduation,Travel,6,9,5,6,Medium,Heavy,No,6.85,2
Denim,rainy,Navratri,Travel,6,9,5,6,Medium,Heavy,No,6.85,2
Denim,winter,Casual Outing,Sports,6,9,5,6,Medium,Heavy,No,6.85,2
Denim,rainy,Office Event,Travel,6,9,5,6,Medium,Heavy,No,6.85,2
Denim,winter,,Sports,6,9,5,6,Medium,Heavy,No,6.85,2
Denim,rainy,Pongal,Travel,6,9,5,6,Medium,Heavy,No,6.85,2
Denim,rainy,Durga Puja,Travel,6,9,5,6,Medium,Heavy,No,6.85,2
Denim,rainy,Eid,Travel,6,9,5,6,Medium,Heavy,No,6.85,2
Cashmere,winter,Christmas,Daily Wear,10,5,5,6,Premium,Medium,No,6.85,2
Silk,winter,Eid,Loungewear,8,5,6,7,Premium,Light,No,6.83,2
Silk,winter,Navratri,Loungewear,8,5,6,7,Premium,Light,No,6.83,2
Silk,winter,Diwali,Loungewear,8,5,6,7,Premium,Light,No,6.83,2
Silk,winter,Durga Puja,Loungewear,8,5,6,7,Premium,Light,No,6.83,2
Silk,winter,Date Night,Loungewear,8,5,6,7,Premium,Light,No,6.83,2
Silk,winter,Onam,Loungewear,8,5,6,7,Premium,Light,No,6.83,2
Silk,winter,Pongal,Loungewear,8,5,6,7,Premium,Light,No,6.83,2
Silk,winter,Wedding,Loungewear,8,5,6,7,Premium,Light,No,6.83,2
Silk,winter,Christmas,Loungewear,8,5,6,7,Premium,Light,No,6.83,2
Silk,winter,Graduation,Loungewear,8,5,6,7,Premium,Light,No,6.83,2
Silk,winter,New Year,Loungewear,8,5,6,7,Premium,Light,No,6.83,2
Denim,autumn,Pongal,Outdoor,6,9,5,6,Medium,Heavy,No,6.82,2
Denim,autumn,Diwali,Outdoor,6,9,5,6,Medium,Heavy,No,6.82,2
Cashmere,winter,Christmas,Travel,10,5,5,6,Premium,Medium,No,6.82,2
Denim,autumn,Wedding,Outdoor,6,9,5,6,Medium,Heavy,No,6.82,2
Denim,autumn,Interview,Outdoor,6,9,5,6,Medium,Heavy,No,6.82,2
Denim,autumn,Graduation,Outdoor,6,9,5,6,Medium,Heavy,No,6.82,2
Denim,autumn,New Year,Outdoor,6,9,5,6,Medium,Heavy,No,6.82,2
Denim,autumn,Durga Puja,Outdoor,6,9,5,6,Medium,Heavy,No,6.82,2
Cashmere,winter,Wedding,Travel,10,5,5,6,Premium,Medium,No,6.82,2
Denim,autumn,Onam,Outdoor,6,9,5,6,Medium,Heavy,No,6.82,2
Denim,autumn,Eid,Outdoor,6,9,5,6,Medium,Heavy,No,6.82,2
Denim,autumn,Navratri,Outdoor,6,9,5,6,Medium,Heavy,No,6.82,2
Denim,autumn,Date Night,Outdoor,6,9,5,6,Medium,Heavy,No,6.82,2
Denim,autumn,Christmas,Outdoor,6,9,5,6,Medium,Heavy,No,6.82,2
Lycra,rainy,Date Night,Sports,8,7,5,3,Medium,Light,Yes,6.82,3
Denim,autumn,Office Event,Outdoor,6,9,5,6,Medium,Heavy,No,6.82,2
Lycra,rainy,New Year,Sports,8,7,5,3,Medium,Light,Yes,6.82,3
Lycra,rainy,New Year,Travel,8,7,5,3,Medium,Light,Yes,6.81,3
Lycra,rainy,Date Night,Travel,8,7,5,3,Medium,Light,Yes,6.81,3
Denim,rainy,Casual Outing,Formal,6,9,5,6,Medium,Heavy,No,6.78,2
Denim,rainy,Holi,Beach,6,9,5,6,Medium,Heavy,No,6.78,2
Denim,rainy,Office Event,Daily Wear,6,9,5,6,Medium,Heavy,No,6.78,2
Denim,rainy,Pongal,Daily Wear,6,9,5,6,Medium,Heavy,No,6.78,2
Denim,rainy,Casual Outing,Ethnic Wear,6,9,5,6,Medium,Heavy,No,6.78,2
Denim,rainy,Holi,Yoga/Meditation,6,9,5,6,Medium,Heavy,No,6.78,2
Denim,rainy,Casual Outing,Beach,6,9,5,6,Medium,Heavy,No,6.78,2
Denim,rainy,Holi,Formal,6,9,5,6,Medium,Heavy,No,6.78,2
Denim,rainy,Holi,Ethnic Wear,6,9,5,6,Medium,Heavy,No,6.78,2
Denim,rainy,Graduation,Daily Wear,6,9,5,6,Medium,Heavy,No,6.78,2
Denim,rainy,Onam,Daily Wear,6,9,5,6,Medium,Heavy,No,6.78,2
Denim,rainy,Casual Outing,Yoga/Meditation,6,9,5,6,Medium,Heavy,No,6.78,2
Denim,rainy,Casual Outing,Office,6,9,5,6,Medium,Heavy,No,6.78,2
Wool,winter,Christmas,Loungewear,7,8,4,7,High,Heavy,Yes,6.78,2
Denim,rainy,,Ethnic Wear,6,9,5,6,Medium,Heavy,No,6.78,2
Denim,rainy,,Beach,6,9,5,6,Medium,Heavy,No,6.78,2
Denim,rainy,Interview,Daily Wear,6,9,5,6,Medium,Heavy,No,6.78,2
Denim,rainy,Holi,Office,6,9,5,6,Medium,Heavy,No,6.78,2
Wool,winter,Christmas,Travel,7,8,4,7,High,Heavy,Yes,6.78,2
Wool,autumn,Christmas,Work/Labor,7,8,4,7,High,Heavy,Yes,6.78,2
Denim,rainy,,Office,6,9,5,6,Medium,Heavy,No,6.78,2
Denim,rainy,Date Night,Daily Wear,6,9,5,6,Medium,Heavy,No,6.78,2
Denim,rainy,,Formal,6,9,5,6,Medium,Heavy,No,6.78,2
Wool,winter,Christmas,Party,7,8,4,7,High,Heavy,Yes,6.78,2
Denim,rainy,Christmas,Daily Wear,6,9,5,6,Medium,Heavy,No,6.78,2
Denim,rainy,New Year,Daily Wear,6,9,5,6,Medium,Heavy,No,6.78,2
Denim,rainy,Diwali,Daily Wear,6,9,5,6,Medium,Heavy,No,6.78,2
Denim,rainy,Navratri,Daily Wear,6,9,5,6,Medium,Heavy,No,6.78,2
Denim,rainy,Eid,Daily Wear,6,9,5,6,Medium,Heavy,No,6.78,2
Denim,rainy,Wedding,Daily Wear,6,9,5,6,Medium,Heavy,No,6.78,2
Denim,rainy,,Yoga/Meditation,6,9,5,6,Medium,Heavy,No,6.78,2
Denim,rainy,Durga Puja,Daily Wear,6,9,5,6,Medium,Heavy,No,6.78,2
Wool,winter,Christmas,Ethnic Wear,7,8,4,7,High,Heavy,Yes,6.75,2
Wool,winter,Christmas,Daily Wear,7,8,4,7,High,Heavy,Yes,6.75,2
Wool,winter,Christmas,Sports,7,8,4,7,High,Heavy,Yes,6.75,2
Cashmere,winter,Christmas,Yoga/Meditation,10,5,5,6,Premium,Medium,No,6.75,2
Wool,winter,Christmas,Yoga/Meditation,7,8,4,7,High,Heavy,Yes,6.75,2
Wool,winter,Christmas,Office,7,8,4,7,High,Heavy,Yes,6.75,2
Cashmere,winter,Christmas,Formal,10,5,5,6,Premium,Medium,No,6.75,2
Wool,winter,Christmas,Formal,7,8,4,7,High,Heavy,Yes,6.75,2
Wool,winter,Christmas,Beach,7,8,4,7,High,Heavy,Yes,6.75,2
Cashmere,winter,Christmas,Beach,10,5,5,6,Premium,Medium,No,6.75,2
Cashmere,winter,Wedding,Ethnic Wear,10,5,5,6,Premium,Medium,No,6.75,2
Cashmere,winter,Christmas,Ethnic Wear,10,5,5,6,Premium,Medium,No,6.75,2
Cashmere,winter,Wedding,Yoga/Meditation,10,5,5,6,Premium,Medium,No,6.75,2
Cashmere,winter,Wedding,Formal,10,5,5,6,Premium,Medium,No,6.75,2
Cashmere,winter,Wedding,Beach,10,5,5,6,Premium,Medium,No,6.75,2
Lycra,rainy,Date Night,Outdoor,8,7,5,3,Medium,Light,Yes,6.73,3
Lycra,rainy,New Year,Outdoor,8,7,5,3,Medium,Light,Yes,6.73,3
Silk,winter,Office Event,Party,8,5,6,7,Premium,Light,No,6.72,2
Denim,winter,Date Night,Travel,6,9,5,6,Medium,Heavy,No,6.72,2
Denim,winter,Durga Puja,Travel,6,9,5,6,Medium,Heavy,No,6.72,2
Silk,winter,,Party,8,5,6,7,Premium,Light,No,6.72,2
Denim,autumn,,Sports,6,9,5,6,Medium,Heavy,No,6.72,2
Denim,winter,Pongal,Travel,6,9,5,6,Medium,Heavy,No,6.72,2
Denim,winter,Eid,Travel,6,9,5,6,Medium,Heavy,No,6.72,2
Denim,winter,Wedding,Travel,6,9,5,6,Medium,Heavy,No,6.72,2
Denim,winter,Office Event,Travel,6,9,5,6,Medium,Heavy,No,6.72,2
Silk,winter,Interview,Party,8,5,6,7,Premium,Light,No,6.72,2
Denim,winter,Navratri,Travel,6,9,5,6,Medium,Heavy,No,6.72,2
Denim,autumn,Holi,Sports,6,9,5,6,Medium,Heavy,No,6.72,2
Denim,winter,Christmas,Travel,6,9,5,6,Medium,Heavy,No,6.72,2
Denim,autumn,Casual Outing,Sports,6,9,5,6,Medium,Heavy,No,6.72,2
Silk,winter,Casual Outing,Party,8,5,6,7,Premium,Light,No,6.72,2
Denim,winter,Interview,Travel,6,9,5,6,Medium,Heavy,No,6.72,2
Denim,winter,Onam,Travel,6,9,5,6,Medium,Heavy,No,6.72,2
Denim,winter,New Year,Travel,6,9,5,6,Medium,Heavy,No,6.72,2
Denim,winter,Graduation,Travel,6,9,5,6,Medium,Heavy,No,6.72,2
Denim,winter,Diwali,Travel,6,9,5,6,Medium,Heavy,No,6.72,2
Silk,winter,Holi,Party,8,5,6,7,Premium,Light,No,6.72,2
Silk,autumn,Diwali,Party,8,5,6,7,Premium,Light,No,6.7,2
Silk,autumn,Date Night,Party,8,5,6,7,Premium,Light,No,6.7,2
Silk,autumn,Christmas,Party,8,5,6,7,Premium,Light,No,6.7,2
Silk,autumn,Pongal,Party,8,5,6,7,Premium,Light,No,6.7,2
Silk,autumn,Durga Puja,Party,8,5,6,7,Premium,Light,No,6.7,2
Silk,autumn,New Year,Party,8,5,6,7,Premium,Light,No,6.7,2
Silk,autumn,Onam,Party,8,5,6,7,Premium,Light,No,6.7,2
Silk,autumn,Eid,Party,8,5,6,7,Premium,Light,No,6.7,2
Silk,autumn,Graduation,Party,8,5,6,7,Premium,Light,No,6.7,2
Silk,autumn,Navratri,Party,8,5,6,7,Premium,Light,No,6.7,2
Silk,autumn,Wedding,Party,8,5,6,7,Premium,Light,No,6.7,2
Wool,autumn,Christmas,Outdoor,7,8,4,7,High,Heavy,Yes,6.68,2
Denim,summer,Casual Outing,Work/Labor,6,9,5,6,Medium,Heavy,No,6.65,2
Denim,winter,Eid,Daily Wear,6,9,5,6,Medium,Heavy,No,6.65,2
Denim,winter,Pongal,Daily Wear,6,9,5,6,Medium,Heavy,No,6.65,2
Denim,winter,,Ethnic Wear,6,9,5,6,Medium,Heavy,No,6.65,2
Denim,winter,,Yoga/Meditation,6,9,5,6,Medium,Heavy,No,6.65,2
Denim,winter,Christmas,Daily Wear,6,9,5,6,Medium,Heavy,No,6.65,2
Denim,winter,Holi,Ethnic Wear,6,9,5,6,Medium,Heavy,No,6.65,2
Denim,summer,,Work/Labor,6,9,5,6,Medium,Heavy,No,6.65,2
Denim,winter,Casual Outing,Formal,6,9,5,6,Medium,Heavy,No,6.65,2
Denim,winter,Durga Puja,Daily Wear,6,9,5,6,Medium,Heavy,No,6.65,2
Denim,winter,Date Night,Daily Wear,6,9,5,6,Medium,Heavy,No,6.65,2
Denim,humid,Casual Outing,Work/Labor,6,9,5,6,Medium,Heavy,No,6.65,2
Denim,winter,Casual Outing,Beach,6,9,5,6,Medium,Heavy,No,6.65,2
Denim,winter,,Beach,6,9,5,6,Medium,Heavy,No,6.65,2
Denim,winter,Holi,Office,6,9,5,6,Medium,Heavy,No,6.65,2
Denim,humid,Holi,Work/Labor,6,9,5,6,Medium,Heavy,No,6.65,2
Denim,winter,Onam,Daily Wear,6,9,5,6,Medium,Heavy,No,6.65,2
Denim,winter,Navratri,Daily Wear,6,9,5,6,Medium,Heavy,No,6.65,2
Denim,rainy,,Party,6,9,5,6,Medium,Heavy,No,6.65,2
Denim,winter,Casual Outing,Ethnic Wear,6,9,5,6,Medium,Heavy,No,6.65,2
Denim,winter,Casual Outing,Yoga/Meditation,6,9,5,6,Medium,Heavy,No,6.65,2
Denim,winter,Wedding,Daily Wear,6,9,5,6,Medium,Heavy,No,6.65,2
Denim,winter,Office Event,Daily Wear,6,9,5,6,Medium,Heavy,No,6.65,2
Denim,rainy,,Loungewear,6,9,5,6,Medium,Heavy,No,6.65,2
Denim,rainy,Holi,Party,6,9,5,6,Medium,Heavy,No,6.65,2
